timestamp,cleaned_data,moisture,temperature,humidity
1770194841.573747,urrnt oisture: 0	Current Temperature: 21.40	Current humidity: 45.00,0.0,21.4,45.0
1770194842.585397,Current Moisture: 0	Current Temperature: 21.40	Current humidity: 45.10,0.0,21.4,45.1
1770194843.5888782,Current Moisture: 0	Current Temperature: 21.40	Current humidity: 45.10,0.0,21.4,45.1
